label,area,eccentricity,solidity,mean_intensity,perimeter,major_axis_length,minor_axis_length,extent,equivalent_diameter_area
1,174.0,0.44480350173328675,0.9354838709677419,0.30207347869873047,48.2842712474619,15.741904290227227,14.09889315980962,0.6823529411764706,14.884343478431232
2,97.0,0.212624752177695,0.9797979797979798,0.29205578565597534,33.798989873223334,11.24572523519467,10.988579680979035,0.7348484848484849,11.11324596323283
3,165.0,0.6981077409275841,0.9593023255813954,0.21756388247013092,46.87005768508881,17.15241895319928,12.281007184295811,0.746606334841629,14.494292838262302
4,118.0,0.7725761216342512,0.9291338582677166,0.2888335585594177,40.62741699796952,15.398083195870706,9.776584085205299,0.7151515151515152,12.257335203001883
5,98.0,0.3315507238092276,0.98,0.267306923866272,33.55634918610404,11.485010794086577,10.835388660598602,0.8099173553719008,11.170383851240114
6,112.0,0.47408568198305573,0.9333333333333333,0.20234595239162445,37.798989873223334,12.742618024176227,11.219603933319188,0.717948717948718,11.941642642883693
7,285.0,0.7983391413419578,0.9193548387096774,0.2658410966396332,67.11269837220809,25.233881010389712,15.196047951541626,0.7289002557544757,19.04923279949934
8,100.0,0.5213708693574234,0.9803921568627451,0.28207844495773315,34.14213562373095,12.2042399203807,10.414246394520637,0.8264462809917356,11.283791670955125
9,143.0,0.18038907991453695,0.9862068965517241,0.24223226308822632,40.97056274847714,13.594520705144467,13.371507125122537,0.8461538461538461,13.493452297211721
